Text,Label
جو کنجر کہتے تھے خان نے کشمیر بیچ دیا  آج وہ بغیرت نقشہ تسلیم کرنے سے انکاری ہیں  ہمیں اصل خطرہ انڈیا سے نہیں ان حرامزادوں سے ہے۔ بلکل ویسے ہی ان کی بات بکواس ہے کہ وہ لے گئے پیسے۔ او انی دیو او پیسے پے کرنے سی تے کرتے تواڈی تشریف نو کیوں آگ لگدی پئی,o
ان حرامزادوں کو کس حرام زادے نے مسجد میں گانے کی شوٹنگ کی اجازت دی کوئ شرم کوئ حیا کوئ غیرت کسی بے غیرت میں ھے,o
اللہ کے عذاب کا ہی کیوں انتظار کیا جائے۔ ان کو جوتے مارے جائیں۔ ان کے اوپر مقدمہ درج ہو۔ اور ان حرامزادوں کو ایک ایک سال کی جیل ہو۔ کوئی جرمانہ کوئی معافی نہ ہو۔ فوری مقدمہ درج ہو اور سات دنوں میں فیصلہ ہو۔   …,o
جب فوج کی ناجائز اولاد اور سابق وزیر اعظم بمعہ اپنی آل اولاد کے ہماری پاک فوج پر بھونک رہا ہو اور اس کے خلاف کوئی کاروائی بھی نہ ہو تو پھر باقی حرامزادوں سے کیا گلا۔ ویسے لگتا ہے کہ جلد موجودہ وزیر اعظم بھی یہی راستہ اختیار کرے گا تاکہ اپنی ناکامی کا ملبہ فوج پر ڈال سکے۔,o
نئے نقشے کے اجراء میں بہت سے تعمیری مقاصد پنہاں ہیں۔  ان میں سے ایک مقصد حلال زادوں اور حرامزادوں کو شناخت کر کے الگ الگ کرنا ہے!,o
اگر مافیا ہیں تو آپ ان حرامزادوں کو اندر کریں، حکومت آپ کی ھے انتظار کس کا ہے,o
کہتے ہیں حرامزادوں کے سینگ نہیں ھوتے کرتوتوں سے پہچانے جاتے ہیں جیسے یہ جماعتی کتوں کی طرح  پوری دنیا سے میرے پانچے کھینچ رھے ہیں ویسے بھی ان کی نسل کچھ معدودھوتی جا رہی جیسے جنگلی سوروں یہ بھی اب ٹاویں کچھ شہروں اور مالاکنڈ میں رہ گے ہیں,o
قانون کی ایک شق ہونی چاہیے کہ ایسے حرامزادوں کو گولی مار دو.,o
شرم کرو حرام زادو ایک دوسرے کی خامیاں تلاش کرنا کّد کچھ نہ کرنا حرامیوں سب کام فوج نے ہی کرنے ہیں تو تم جیسے حرامزادوں کا اچار ڈالنا ہے۔ تم جیسے حرامزادوں کے تو سر قلم کرنے چاہیے۔,o
شوباز کو صرف بکواس کرنے کی عادت ہے۔ ان حرامزادوں کو جیل بھیجنا ضروری ہے۔,o
اس کا مطلب نوازشریف اور اسکے خواریوں کو تو پھر خود کا آگ لگا کر خودکُشی کر لینی چائیے تھی جس طرح ریاست مدینہ کی طرز پر بننے والے اسلامی جمہوریہ پاکستان کو نوچ نوچ کر کھایا گیا اور پھر بےغیرتی کی انتہا حرامزادوں کی طرح اس ملک سےبھاگ گئےہوئےاور خواب پھراس ملک پرحکمرانی کےدیکھ رہے,o
نئے نقشے کے اجراء میں بہت سے تعمیری مقاصد پنہاں ہوں گے لیکن ان میں سے ایک واضح مقصد حلال زادوں اور حرامزادوں کو شناخت کر کے الگ الگ کرنا ہے ۔,o
ان حرامزادوں کی شکلیں کیوں نہیں دکھاتے؟,o
شکل سے چتا پر جلی ہوئی لاش معلوم ہوتا ہے یہ اولاد خنزیر لیکن کس سے کہیں کہ اس جیسے حرامزادوں کو کڑی سے کڑی سزا دیں۔ یہاں تو سزا دینے والوں کی اپنی رنگ رلیاں ہی ختم ہونے کا نام نہیں لیتیں   …,o
شرم نام کی تو چیز ہی باقی نہیں رہ گئی ان حرامزادوں میں. مرتضی وہاب کو یہ سیٹ بھیک میں ملی ہوئی ہے اسکی تو مجبوری ہے چولوں کے ساتھ چول بننا.,o
بیغیرت کابچہ ادھی بات کرتا ہے.جیسے عوام جاھل ہے. کتے کی اولاد یہ تمہارے ابو کا دور نہیں.عوام نے تم جیسے حرامزادوں کو بہت اچھے سے پہچان لیا ہے.,o
ندوی وہابی کتوں حرامزادوں کے کام چیک کرو دگردلے,o
حرامزادوں کے جھوٹ کو ایکسپوز کرنے کیلئے کتنی مغز ماری کرنی پڑتی ہے.یہ ھم ہی جانتے ہیں,o
ان حرامزادوں کو اسلام اور پاکستان سے بنیادی تکلیف ہے.,o
ان حرامزادوں کو ننگا کر کے ڈی چوک پر لٹکانا اب لازم ہے۔ یہ مردود اور اس جیسے تمام دیگر اگر اب بھی یوں ہی آزاد رہے تو مملکت کے ساتھ بہت بڑا مذاق ہو گا   …,o
سب حرامزادوں کے پیٹ پھٹیں گے جنید بھائی ٹینشن نہ لیں,o
چند حرامزادوں کو عوام کا نام مت دو,o
زیادہ تر صحافی را اور موساد کی پے رول پر ہیں ان حرامزادوں کا کیا کریں گے ؟؟ جیو میڈیا  اور وہ کچھ نئے چینلز یہ تو بنے ہی را کی فنڈنگ سے ہیں ۔,o
ْسراج الحق صاحب کے علاوہ باقی تو سب حرامزادوں کی فوج ہے ۔۔۔جن کے آپ سپہ سالار ہیں ۔۔۔ا   …,o
سلام ھو تحریم کو اور ان جیسی بچیوں کو۔ جو حق کے لئے لڑنا جانتیں ھیں۔ اور ھمارا بھی فرض بنتا ھے کہ اپنی اس بچی کا ساتھ دیں۔ اور کراچی کے نوجوانوں میں یہ تحریک بیدار کریں کہ غیر مقامیوں حرامزادوں سے بچانے کے لئے کراچی کا نوجوان انکے ساتھ ھے۔,o
مادرچود نارووال کے سٹیو جابز تو ابھی پٹواریوں کو گالیاں دے گا جنہوں نے تم حرامزادوں کے خاطر قیمے والے نان کھاے,o
کتےاپنی اصل کبھی نہی چھپاسکتاجس حرامزادےکادادےپردادےغدارہوں ان حرامزادوں سےکشمیریوں کےخون کےسوداکےعلاوہ اورکیاسوچاجاسکتاہے,o
پریشان نہ ہو جوتکلیف آپ نے آج پہچائی ہے وہ ان حرامزادوں کو ھم پہلے ہی پہنچا چکے ہیں.اس گلمرجان نسل میں سامنا کرنے کی ھمت تو شروع سے نہیں.اور میرے لئے تو یہ ایک تمغہ ہے.,o
کبھی سُنا کہ کسی عاشقِ دین نے ان حرامزادوں کو انصاف فراہم کیا ہو؟,o
سر ان حرامزادوں کا ایجنڈہ ہے، ان کو پیسے ملتے بکواس کرنے پر اور گالیاں کھانے پر، ورنہ کوئی اتنا بھی بغیرت نہیں ہوتا کہ فری میں گالیاں کھائیں، اب تو یہ بغض عمران اور فوج میں ملک کے بھی خلاف ہو چکے,o
تو مقتدر حلقوں نے کیوں نواز/زرداری جیسے حرامزادوں کو اتنی چھوٹ دئیے رکھی؟؟؟,o
نغمےکی تکلیف کم نہ ہوئی تھی کہ عمران خان نےنیانقشہ جاری کرکے حرامزادوں کونیازخم دےدیا,o
حرامزادوں کا ٹولہ۔۔۔۔,o
تمام پی ٹی ایم BC پر لعنت  ان حرامزادوں کے عنقریب سر کچلے جائیں گے یہ دہشتگرد ہیں    …,o
معذرت کے ساتھ ان حرامزادوں کو ازدھا بنانے میں اسٹیبلشمنٹ کا بہت بڑا کردار ہے,o
یہ شخص اگر سندھ کے نسل پرست حرامزادوں کو انصار و پناہ دینے والا نہ کہنے کا ذلیل جھوٹ نہ کہے تو ایک ایک لفظ لائق تحسین کہا ہے۔   …,o
ہندوستان نے کشمیر کی حیثیت ختم کر دی اور ہندوستان نے نیا نقشہ بھی جاری کیا جس میں جموں کشمیر گلگت بلتستان کو ہندوستان میں شامل کر دیا ۔ لیکن تکلیف صرف پاکستان کے نقشے پر ہوئی ۔ منافقت کی انتہاء ہے حرامزادوں کی۔,h
اس لنڈے کے ارسطو کی چھترول کرنی ہی پڑے گی لاتوں کی بھوت باتوں سے نہیں مانتے۔ ان حرامزادوں نے ملکی وقار دائو پر لگا کر ہر حال میں گھٹیا سیاست کرنی ہی ہے لعنت ہے اس کمینے ارسطو پر   …,o
پاکستان کے نئے نقشے نے کئی حرامزادوں کے مُنہ کے نقشے بگاڑ دئیے ہیں.,o
پتا نہیں کیا اخلاق و کردار ہے ۔۔خاندانی نظام کیا ہے ان کا ۔۔ماں بیٹا، بھائی بہن کے رشتے کا کوئی احترام، حرامزادوں کی پوری نسل ،شادی کا کاغز بھی بوجھ، چوری ڈاکہ قتل ۔۔نیوزی لینڈ میں جو کچھ ہو آپ شیعه اس بات پہ خوش ہونگے کہ سنی شہید ہوئے، مسلمان نہیں تھے وہ لائیو قتل عام,h
"اور جب ""کچھ"" کرنا ہے تو  بغض افواج پاکستان و بغض پاکستان  میں لتھڑے ہوئے حرامزادوں نے پراپیگنڈہ کرنا ہے کہ ""پاکستان پڑوسی ملک کے اندرونی معاملات میں مداخلت کر رہا ہے""  لاکھ کی لسی پینے والے اور نواسی کی شادی پر VIP گیسٹ مودی کو بلانے اسکی ماتاکو ساڑھی دینے سے آزاد ہو گیا کشمیر؟",o
اس جیسے حرامزادوں نے پہلے بنگلہ دیش بنوایا اب پھر ملک توڑیں گے   …,o
کچھ خدا کا خوف کرو حرامزادوں، تم میں سے کوئی نماز پڑھتا نہیں ہو گا اور یہاں دوسروں پر قادیانیوں کے فتوے لگاتے ہو,o
کراچی جب ڈوب رہا تھا تو کشتی والا صدر اسلام آباد میں سو رہا تھا  لاہور میں ابھی تک پانی کھڑا ہے مگر کراچی کے کچرے پر گورنر راج لگانے کی کوشش ہو رہی ہے  جن حرامزادوں کے دماغ میں کچرا ہے وہ گورنر راج کا لچ تل رہے ہیں,o
ان حرامزادوں کو اب تک موت کیوں نہیں آئی اب تک ان کے وعدے کدھر گئے   …,o
سے  شہر پر  سال کی ظالمانہ گرفت  شہر میں شام کو  اور   دن کے لئے بند شہر کے کونے کونے پر ہر خالی جگہ  نالوں پر  ان  کو اور کچھ نہیں دیکھتا سوائے  کے  سال کی حکومت کے,h
جنگ صفین کا مطالعہ کرو کہ ایک مولاغازی عباس ع نے کتنے حرامزادوں کو مات دی اور رہی بات ابولہب کی تو قرآن نے اسے الگ کر دیا.,o
مسئلہ نغمے کا نہیں ہے. حرامزادوں کا پاک فوج سے بغض اتنا زیادہ ہے کہ وہ روز شہید ہونے والے فوجیوں کو، سرحدوں کی حفاظت  اور پاک فوج کی کاری ضربوں کو بھلا دیتے ہیں اور بس موقع کی تلاش میں رہتے ہیں زہر افشانی کرنے کے لیے. اگر پاک فوج نہ ہو تو مجرے ان کی بیٹیاں کریں بھارتی فوج کیلئے.,o
ڈاکٹر صاحب اپنی طبیعت کا سنائیں کچھ تو ہی پڑے تھے آپ کی طبیعت کے بارے میں کچھ حرامزادوں نے بےغیرت کے بچوں نے بھائی کو تنگ کیا ہے   …,o
ان سب حرامزادوں کو پتہ ہے کہ ISI اپنا بہترین کام کر رہی ہے۔ مگر یہ بھونکتے رہیں گے,o
یعنی حرامزادوں نے فضلا نہیں اٹھایا اس کے اوپر کسی کو  سو لٹر کا ٹھیکہ دے کے  گلاب ک عرق ضایع کر دیتا۔,o
ابھے بھڑوے یہ سب تم چوروں کا کیا ھوا ھے حرامزادوں,o
رنڈی کے بچوں، حرامزادوں لائٹ ان کر دو۔,o
تم حرامزادوں کو ایسے مضامین چسپاں کرنے کے سوا کوئی کام نہیں۔ دیوس، نطقہٗ بے تحقیق۔,o
چل وئ بوٹے ان حرامزادوں کو بول لوٹا لئے کر پہنچ جایں,o
کیا یہ لوگ  اتنے طاقتور تھے کہ  مجبورا آپکو معاف کرنا پڑا۔؟کل تک آپ خے فینز آپ کو تھپٹر کھاتے دیکھ کر پولیس والوں پر شدید غصہ تھے ڈھڑا ڈھڑا آپکی ویڈیو شئر کی تاکہ ان حرامزادوں کو سزا ملے۔اور اج آپ نے انکو معاف کر کے ہمارے جزبات کو ٹھیس پہنچائی ہے۔,o
کیا خبیث قوم ہے یہ یار۔۔۔۔ یہ قابل نفرت لوگ ہیں۔۔۔۔حرامزادوں کو جانور قابو کرنا نہیں آتا تو قربانی ہی نا کرو بینچودو۔۔۔,o
تمہاری ماں کے کھسم ہر سال ملک سے باہر اپنے جاندانوں کو لے کر جاتے تھے عیدوں کے لیے اب جو ملک میں عید کر رہا ہے تم جیسے حرامزادوں سے وہ برداشت نہیں ہوتا,o
تیرا لیڈر مدینہ منورہ مسجد نبوی میں بیٹھ کر ججوں کو رشوت کی افر بھی کرتا تھا حرامزادوں چوروں,o
قسم ہے پیدا کرنیوالے پروردگار کی اگر سیّد اقرار الحسن کی جانب سے اپنے جانثار جانبازوں کو صبر و تحمل اور برداشت کی تلقین نہ ہو تو ان تشدد کرنیوالے حرامزادوں اور انکے آقاؤں پر زمین تنگ کرنا ایک منٹ کی بھی دُوری پر نہیں!!,o
یہ دیکھ کر بہت افسوس ہوا ہے بھائی... میرے بس میں ہوتا تو میں ان حرامزادوں کو موقع پر ہی گولی مار دیتا... اللہ پاک آپ کو اپنی حفظ و امان میں رکھے آمین,o
قسم ہے پیدا کرنیوالے پروردگار کی اگر سیّد اقرار الحسن کی جانب سے اپنے جانثار جانبازوں کو صبر و تحمل اور برداشت کی تلقین نہ ہو ان تشدد کرنیوالے حرامزادوں اور انکے آقاؤں پر زمین تنگ کرنا ایک منٹ کی بھی دُوری پر نہیں یاد رکھو پھونکوں سے یہ چراغ بُجھایا نہ جائے گا,o
حلال ہڈیاں حرامزادوں کو ہم سے نہ ہو پائے گا ۔۔۔۔,o
یہ سالے اور کر بھی کیا سکتے ہیں یہ انڈین ہنجڑوں کی طرح ہیں۔۔ لا چار اور بے بس لوگوں پہ ظلم کرتے ہیں۔۔ اور پاکستان آنے کی انکی ہمت نہی ہوتی پہلے پائلٹ آئے تھے ان حرامزادوں کو چائے پلا کر چھوڑ دیا اس بار آئے تو انکی وہ وہ جگہ لال کی جائے گی کہ بیٹھ نہی سکیں گے۔۔,o
یہ سب بہن چود کے بچے ہیں ان حرامزادوں کے خواب میں کبھی نبی نے یہ آ کر تو نہیں کہا کہ مدرسوں میں بچوں کی بنڈیں نہ ماریں خرامخوری نہ کریں  اس سے بڑی توہین کیا ہو گی کہ یہ جھوٹ بکواس کرتے ہیں کہ نبی ان دلوں کے خواب میں آے تھے,o
قسم ہے رب کعبہ کی  اگر ّد_اقرارالحسن کی جانب سے اپنے جانثار جانبازوں کو صبر و تحمل و برداشت کی تلقین نہ ہو تو ان تشدد کرنیوالے حرامزادوں اور انکے آقاؤں پر زمین تنگ کرنا ایک منٹ کی بھی دُوری پر نہیں!!  یاد رکھو پھونکوں سے یہ چراغ بُجھایا نہ جائے گا !!,o
ڈرامے باز  ٹھگ ڈبل شاہ حرامزادوں نے  بیچ ڈالا https://twitter.com/MrSyedJaffer/status/?s= …,o
وزیر اعلی کون ہے فنڈ کون ریلیز کرتا ہے ؟ کون سی سیاسی جماعت سندھ پر حکومت کر رہی ہے اور کب سے ؟ ایسے حرامزادوں کا ذکر کرتے ہوئے غیرت آڑے آ جاتی ہے ؟؟؟؟,o
یہ سالے اور سالیاں جو اپنی رام کہانیاں اور سڑے سڑے دُکھڑے ٹویٹر پر ٹویٹ کر کر ٹھرکیوں کی ہمدردیاں سمیٹنے اور فالوورز کے ڈھیر لگانے والے حرامزادوں/زادیوں سے گزارش ہے کہ اپنے گندے کپڑے گھر میں دھویا کرو۔ ان سب باتوں کے باوجود اُن سب کو بھی عید مبارک,o
فاسق، فاجر، حرامخور چوروں پر؛  اُن کے حمایتیوں اور سہولت کار حرامزادوں پر لعنت۔۔۔۔۔ میرے وطن کے غدار کُتوں، خنزیروں اور نقب زَنوں پر سب سے زیادہ بہت بڑی زوردار لععععععنننننننتتتتتتتتتت!   …,o
قسم ہے پیدا کرنیوالے پروردگار کی اگر سیّد اقرار الحسن کی جانب سے اپنے جانثار جانبازوں کو صبر و تحمل اور برداشت کی تلقین نہ ہو تو ان تشدد کرنیوالے حرامزادوں اور انکے آقاؤں پر زمین تنگ کرنا ایک منٹ کی بھی دُوری پر نہیں!!  یاد رکھو پھونکوں سے یہ چراغ بُجھایا نہ جائے گا !!   …,o
قسم ہے پیدا کرنیوالے پاک پروردگار کی اگر سیّد اقرار الحسن کی جانب سے اپنے جانثار جانبازوں کو صبر و تحمل اور برداشت کی تلقین نہ ہو تو ان تشدد کرنیوالے حرامزادوں اور انکے آقاؤں پر زمین تنگ کرنا ایک منٹ کی بھی دُوری پر نہیں!!,o
ہمارى حکومت سے درخواست ہے  ان افغانى حرامزادوں کا کھیل ہمیشہ کے لیے ختم کيا جائے ۔۔۔,o
:جب کراچی میں بارش کےبعد عام تعطیل، ہلاک ہوجاتےتھے  ٹی وی چینلزپرجواینکرزاورسیاستدان کراچی میں بارش کےپانی پرماتم کررہے ہیں ان حرامزادوں کاعلاجMQM کےپاس تھا،وسیم بادامی قماش کاکوئی اینکر بولتاسالےکی کھال کھینچ کرالٹالٹکادیتےیہPPPہےبرداشت کرتی ہےکتوں کابھونکنا,o
کے کنجروں حرامزادوں لائٹ ان کر دو۔,o
انڈین حرامزادوں نے یہ تصویر لگا کر ٹویٹس کی ہوئی کہ  میں پاکستانی جوانوں کیساتھ یہ سلوک کیا گیا ۔ ۔۔۔ ہندوستانی لوگ پاگل ناسمجھ ہے اب کی بار ہم تمہاری پتلون اتارے گے تب معاملات کچھ تھے اور اج کچھ اور ہے,o
کنجرو نے پہلے سے بیانیہ بنایا ہوا ہے. حرامزادوں کو پتہ ہے کہ ایف ای ٹی ایف نے کرپشن کی وجہ سے پاکستان کو گرے لسٹ میں رکھا ہوا ہے. لیکن مجال ہے کبھی ان کے منہ سے ایک لفظ بھی نکلے کرپشن کے خلاف.  اسی کرپشن سے انکے چولھے جو جلتے ہیں.   …,o
ان حرامزادوں کو ان حکمرانوں پر کبھی اعتراض نہیں ھوا تھا کہ جناب آپ نجی دورے پر سرکاری جہاز کس چکر میں لے جا رھے ھیں۔ یہ حرامیوں کی نئی نسل ھے۔ لکڑ بگے,o
معاشرے میں سب سے زیادہ مولوی حرامزادے ہوتے ہیں انکے پیچھے تاجر ٹھگ اور منافاخور ہیں مزے کی بات ان حرامزادوں میں اکثر مولوی ہوتے ہیں,o
ایسے حرامزادوں کو موقع پر ہی کوڑے مارنے کا قانون ہونا چاہیے.,o
وڈی سکرین پہ  دیکھ رھا ھوں۔  WBU,n
آپ کراچی کے حرام خور،دہشت گرد  سیاستدانوں کے ہاتھوں تباہی و بربادی پر دل کھول کر مزید لکھیں۔ ان حرامزادوں نے اس شہر ناپرساں کو کبھی خونکے سمندر میں، کبھی تاریکی کے سمندر میں اور کبھی گندے تعفن زدہ برساتی پانی میں ڈبودیا اور برسہا برس سے یہ گھناونا کھیل جاری ہے۔,o
حرامزادوں سندھ کو نچوڑ نچوڑ کھانے والے بیغیرتوں سندھ کی جان چھوڑو,o
عقل سے پیدل دانشورو بلکہ دانشوری کے نام پر دھبو۔۔  پہلے ، تیس ہزار کھرب کا تو حساب کپتان کو لینے دو، جو ان حرامزادوں نے آپ جیسے پیڈ جرنلسٹس کی ملی بھگت سے  براعظموں میں غبن کر کے چھپا رکھے ہیں۔ اور ویسے بھی کپتان پر کبھی بھی ایک پیسے کی کرپشن ثابت نہیں ہو سکتی۔,o
آپ کراچی کے حرام خور،دہشت گرد  سیاست دانوں کے ہاتھوں تباہی و بربادی پر دل کھول کر مزید لکھیں۔ ان حرامزادوں نے اس شہر ناپرساں کو کبھی خون کے سمندر میں، کبھی تاریکی کے سمندر میں اور کبھی گندے تعفن زدہ برساتی پانی میں ڈبو دیا اور برسہا برس سے یہ گھناونا کھیل جاری ہے ۔,o
بالکل بشری میں آپ کی بار سے اتفاق کرتا ہوں۔ قرآن کی رُو سے صرف حرامزادوں کو ہی گستاخِ رسول صلی اللہ علیہ وآلہ وسلم کی موت پہ دکھ ہوتا ہے اور رضا رومی بھی ان میں سے ایک ہے۔  ان لعنتیوں کا دل کبھی فلسطینیوں کی اموات پہ کبھی نہ دھڑکا۔ بے غیرت,o
تم حرامزادوں کو شرم بھی نہیں آتی کیا کیا جائے۔   …,o
دو ملکوں میں جنگ چھیڑنے کی وجہ پشتینی کتے تھے، ان حرامزادوں کی وجہ سے خون خرابہ ہوا جو ہمارا نمک کھا کہ ہمارے ملک میں بھونکتے ہیں۔ وقت آ گیا ہے کہ سب پشتینوں کو ننگا کر کہ پورے ملک میں گھمایا جائے اور ان کا منہ کالا کر کہ ان کی گانڈوں میں مرچیں ڈالی جائیں,o
پاکستانی صحافت میں ایسے نمک حرامزادوں کے ہوتے ہوئے دشمن کی ضرورت نہیں,o
اللہ ان پررحم کرتاہےجواس کے نبی کی عزت وناموس پرقربان ہوناجانتےہوں اوراس پرعمل بھی کرتےہوں .....جس کفرانہ عدالت میں دوسال سےکیس چل رہاہوثبوت سامنےملزم اقراری ہوپھرتم جیسےنمونےایسےکتوں کوڈیفینڈکرتےہیں کیوں اس نظام اوران کتےججوں کےخلاف نہی بولتےکیوں ان حرامزادوں کولگام نہی دیتے,o
کبھی کسی لونڈے باز ملا کو سزا دلوانے کے لیے کوئی کیس کیا خود کبھی بحثیت وکیل کوئی ایسا۔کام کیا کہ مدرسوں میں جو بچوں کی پوری نسل نفسیآتی مریض بن رہی ہی اسے مجفوظ کیسے کیا جائے حرامزادوں یہ قتل ہے اس کا کیس تو مفت لڑے یا سآتہ اپنی ماں بھی پیش کردے قتل ہی رہے۔گا جاہل وکیل   …,o
بھٹو اینڈ کمپنی حرامزادوں کا ٹولہ ہے بس.   …,o
جو بھی گستاخی کرے گا ہم اسے کتے کی موت مارے گے حرامزادوں تم لوگوں کو اب ہم زندہ نہیں چھوڑنے والے,o
اس کا مطلب جو بھی ۔۔  توہین کرے اسے  قانونی اور عدالتی ۔۔ انصاف کے  تناظر میں۔۔۔ رعاییت دی جاے؟؟؟۔ اج اگر ۔۔ ان  حرامزادوں کا سر نا کچلا گیا۔  ۔۔  تو۔۔ ہر سر پھرا ۔۔ خود کو نعوزباللہ۔۔نبی کہے گا۔۔ ۔ یہ ہمارے ایمان  ۔۔ ے منافی ہے اور۔کمزوری ہو گی اگر ایسوں کا سر نا کچلا گیا تو,o
پیپلز پارٹی اس قدر نالائق اور گدھوں سے بھری پڑی ہے آج بارہ سال سے سندھ حکومت میں ہے اور اپنے صوبے کے دارالخلافہ کو سیوریج اور نکاسی آب کا نظام نہیں سے سکی آخ تھو ایسے حرامزادوں اور نکموں پر,o
گل بخاری اینڈ کمپنی ٹوٹلی حرامزادوں پر مشتمل ہے,o
اہک مہمان تم  کے گھر آیا اور یہ ہے استقبال ()         https://twitter.com/ImranDhamrahPPP/status/?s= …,n
کتے کے پتر تم لوگوں میں تو غیرت نام کی کوئی چیز ہی نہیں شرم سے ڈوب مرو حرامزادوں,o
یہ     کے  جھوٹ ان حرامزادوں کی غذا ہے  تمہارے  کی طرح تمہارانطفہ بھی مشکوک لگتاہے     https://twitter.com/RubinakhalidPPP/status/?s= …,o
یہ کتی کے بچے گستاخ رسول کو مارنے پہنچ جاتے ہیں کیونکہ میڈیا میں تصویریں چھپتی ہیں مگر ایسے حرامزادوں کو کیوں نہیں مارتے ؟ جنکو مارنا نہایت ضروری ہو چکا ۔,o
غور سے دیکھیں ان حرامزادوں نے ڈبنگ کر رکھی ہے,o
کچھ پی ٹی آئی کی کتے ابھی بھی مجھے گالیاں نکال رہے ہیں جیسے ان کی بہن کو طلاق میں نے کروائی ہے اوئے حرامزادوں اب تم مجھے چاہے وینا ملک چھوڑ کر پنکی پیرنی کا رشتہ بھی دے دو اب یہ بھٹا ٹوئٹر چھوڑ کر جانے والا نہیں تم سب کی منجی پیڑھی ادھر ہی ٹھوکوں گا,o
یہ ملک انہی  حرامزادوں کا ہے۔ یہ رنڈیوں کے بچے اس ملک کا سب کچھ کھا جائیں گے۔ مادرچود کے بچے خون تک چوس جائیں گے اس عوام کا۔   …,o
یہ حرامزادے ڈیمانڈ کیا کر رہے ہیں کہ جس بندے نے ایک ارب سے کم کرپشن کی ہو اسے عام معافی دی جائے اور  سے پہلے کے سب چوری کے اصل کیسز کے ملزمان کو سرعام معافی دی جائے- لعنت ہے ان حرامزادوں پر,o
کراچی کا علاقہ نہیں بھی ہے۔ لیکن تم لوگ پچھلے پندرہ سال میں یہ فیصلہ نہیں کر سکے کہ نالے صاف کس نے کرنے ہیں؟ حرامزادوں کوئی ایک کام تو ڈھنگ کا کر لو۔ بکواس تم لوگوں سے جتنی مرضی کروا لو۔,o
یعنی آپ کے خیال میں حضور  کی گستاخی کی اجازت دے دینی چاہئے آزادی اظہآر راۓ سمجھ کر ۔ لعنت بھیجتا ہوں اس سوچ پر جو قادیانی حرامزادوں سے ہمدردی کرتے ہیں ، نام عائشہ رحمان ؟؟؟,o
پاکستان اگر آج گرے لسٹ میں ہے تو اسی شریف خاندان کی وجہ سے...  ملک کو تباہ کرنے کی کوئ کثر نہیں چھوڑی ان حرامزادوں نے...,o
قادیانی حرامزادوں کو پاکستان ہی نکال دینا چاہیے۔ پاکستان میں انکا کیا کام۔,o
ایسے حرامزادوں کو لگام ڈالنے والا کوئی نہیں  میڈیا اس وقت سر توڑ کوشش کر رہا ہے حکومت کے خلاف الزام تراشی کی   …,o
واقعی حکومت کو چھوٹے چھوٹے پیادوں کے جانے سے کوئی فرق نہیں پڑتا البتہ میڈیا سے بڑے بڑے حرامزادوں کے جانے سے بہت فرق پڑتا ہے,o
قصور بلی کا تھا۔ اسے پردہ کرنا چاہیے تھا۔ ایسے کھلے عام پھرے گی تو ایسا تو ہو گا۔ ان حرامزادوں کو آگ لگا دینی چاہیے۔ یہ آگ ہی ان کی آگ کو ٹھنڈا کرے شاید لوگوں کو چاہیے اپنی بچیوں اور بچوں کے ساتھ اپنے جانوروں کی بھی حفاظت کریں۔ انہیں حیوانوں سے خطرہ ہے۔,o
ان حرامزادوں GNN والوں  کو اس کی اصل نیشنلٹی تک کا نہیں پتہ تو ان کی اس خبر کا حساب بھی خود لگا لیں۔ She is canadian not US citizen.   …,o
کیا ایسے حرامزادوں کو سزا دینے کے لیے ایک منٹ کی سوچ کی بھی ضرورت ہے۔۔۔۔۔ کب تک ایسے غلیظ لوگ ہمارے ملک میں پلتے رہی گے۔۔۔۔ اس معصوم بچے کی جان سسکیوں کا کوئی بدلہ لے گا۔۔ ہمارے لوگ  حرام زاد ہیں جو زرا سی توہین پہ جان لے لیں لیتے ہیں مگر قیمتی جانوں کی ضیاع پہ چپ سادھ لیتے ہیں   …,o
امید ہے ان حرامزادوں کو قابو کرنے کے لئے اور پاکستان کو بچانے کے لئے ہمیشہ کی طرح اسٹیبلشمنٹ اپنا کردار ادا کرے گی، جب آپ چوروں، ڈاکوؤں کو ملک سے بھگانے میں کردار ادا کرسکتے ہیں تو ملک کو بچانے میں ہمیشہ کی طرح اپنا ڈنڈا استعمال کریں   …,o
"کِس قدر بھیانک کِردار ھے تم لوگوں کاکہ ہمارے لیے سوچنا بھی ممکن نہیں رھا کہ تم لوگ اِسقدر غلیظ ھو,  بھڑوے لوگوووو, کابینہ میں بیٹھے رزاق داود اور ندیم بابر کو پکڑو حرامزادوں نے ارب روپےکا دیہاڑآ  پاور  سیکٹر میں لگایا, بجلی بنانےکیلئے امران کھوتی سے  ارب روپےکی سبسڈی بھی لی   …",o
مجھے ان حرامزادوں کو دیکھ کر اپنا کالج کا دوست یاد آ گیا جس کو پی ایس ایف والوں نے قتل کیا تھا اس قوم کو کون سمجھائے کہ ان خنزیروں کو پہچان لو یہ سب ایک ھیں ان کا مفاد ایک ھے کیا ان کی وجہ سے جو قتل ھوے وہ واپس آ جائیں گے خان صاحب نے صیح فرمایا تھا کہ یہ اندر سے ایک ھیں,o
